data_dir,method,beam_width,alpha,beta,temperature,lm_model_path,n_samples,wer,cer,avg_sample_time_sec,file
data/librispeech_test_other,beam_lm_rescore,10,0.1,1.0,1.0,lm/3-gram.pruned.1e-7.arpa.gz,200,0.1109753116597409,0.03759507775786057,0.1804138946533203,librispeech_rescore_a_0.1_b_1.0.json
data/librispeech_test_other,beam_lm_rescore,10,1.0,1.5,1.0,lm/3-gram.pruned.1e-7.arpa.gz,200,0.1109753116597409,0.03759507775786057,0.18226632595062256,librispeech_rescore_a_1.0_b_1.5.json
data/librispeech_test_other,beam_lm_rescore,10,0.5,0.0,1.0,lm/3-gram.pruned.1e-7.arpa.gz,200,0.11219750672207285,0.03788576134877186,0.18089699625968933,librispeech_rescore_a_0.5_b_0.0.json
data/librispeech_test_other,beam_lm_rescore,10,2.0,1.0,1.0,lm/3-gram.pruned.1e-7.arpa.gz,200,0.11268638474700562,0.03793420861392374,0.18207430481910705,librispeech_rescore_a_2.0_b_1.0.json
data/librispeech_test_other,beam_lm_rescore,10,1.0,0.0,1.0,lm/3-gram.pruned.1e-7.arpa.gz,200,0.11341970178440479,0.03803110314422751,0.1823151206970215,librispeech_rescore_a_1.0_b_0.0.json
data/librispeech_test_other,beam_lm_rescore,10,2.0,0.5,1.0,lm/3-gram.pruned.1e-7.arpa.gz,200,0.11366414079687118,0.03807955040937939,0.18621886968612672,librispeech_rescore_a_2.0_b_0.5.json
data/librispeech_test_other,beam_lm_rescore,10,2.0,0.0,1.0,lm/3-gram.pruned.1e-7.arpa.gz,200,0.11513077487166952,0.0383217867351388,0.18568423509597778,librispeech_rescore_a_2.0_b_0.0.json
data/librispeech_test_other,beam_lm_rescore,10,5.0,1.5,1.0,lm/3-gram.pruned.1e-7.arpa.gz,200,0.11684184795893425,0.03851557579574633,0.18690210938453675,librispeech_rescore_a_5.0_b_1.5.json
data/librispeech_test_other,beam_lm_rescore,10,5.0,1.0,1.0,lm/3-gram.pruned.1e-7.arpa.gz,200,0.11806404302126619,0.03866091759120198,0.18794527411460876,librispeech_rescore_a_5.0_b_1.0.json
data/librispeech_test_other,beam_lm_rescore,10,5.0,0.5,1.0,lm/3-gram.pruned.1e-7.arpa.gz,200,0.11830848203373258,0.038806259386657625,0.18238762140274048,librispeech_rescore_a_5.0_b_0.5.json
data/librispeech_test_other,beam_lm_rescore,10,5.0,0.0,1.0,lm/3-gram.pruned.1e-7.arpa.gz,200,0.12124175018332926,0.03909694297756892,0.1824890148639679,librispeech_rescore_a_5.0_b_0.0.json
data/librispeech_test_other,greedy,10,0.5,0.5,0.5,,200,0.11219750672207285,0.038127997674531275,0.11545594453811646,librispeech_greedy_temp_0.5.json
data/librispeech_test_other,greedy,10,0.5,0.5,0.8,,200,0.11219750672207285,0.038127997674531275,0.11313641428947449,librispeech_greedy_temp_0.8.json
data/librispeech_test_other,greedy,10,0.5,0.5,1.0,,200,0.11219750672207285,0.038127997674531275,0.1150396203994751,librispeech_greedy_temp_1.0.json
data/librispeech_test_other,greedy,10,0.5,0.5,1.2,,200,0.11219750672207285,0.038127997674531275,0.11300247430801391,librispeech_greedy_temp_1.2.json
data/librispeech_test_other,greedy,10,0.5,0.5,1.5,,200,0.11219750672207285,0.038127997674531275,0.11247069597244262,librispeech_greedy_temp_1.5.json
data/librispeech_test_other,greedy,10,0.5,0.5,2.0,,200,0.11219750672207285,0.038127997674531275,0.11260878920555115,librispeech_greedy_temp_2.0.json
